feature,class
"[-3.0003104e+02  6.1097271e+01 -2.5629067e+00  1.2810778e+01
 -6.6427698e+00 -2.4722424e+00 -2.8709028e+01  7.5727510e+00
 -2.0492195e+01 -1.2864102e+00 -2.4941366e+00 -3.2640238e+00
 -6.3812046e+00  1.6225510e+00 -1.0963241e+01 -2.0367703e+00
 -3.8980396e+00  2.1454568e+00 -4.0386729e+00 -2.9481527e-01
 -7.0622263e+00 -3.4806654e+00 -6.2371387e+00 -4.7809567e+00
 -6.2667871e+00 -2.4144127e+00 -1.0670738e+00 -2.3478289e+00
  4.1166792e+00  2.4765267e+00  2.6887531e+00  5.6614242e+00
  6.3274136e+00  7.4909167e+00  2.9016838e+00  1.8309292e+00
  3.7506051e+00 -5.7205421e-01  1.2537774e-01  1.0461968e+00]",female
"[-2.99053375e+02  1.17561874e+02  3.78451691e+01  4.34039001e+01
  1.66618462e+01  1.73932495e+01 -1.82596321e+01 -3.80135512e+00
 -1.05517883e+01  6.31213856e+00  4.62867785e+00  1.00670176e+01
 -5.76620913e+00  9.25461864e+00  6.38006628e-01 -1.69355857e+00
 -3.18586898e+00  3.38222766e+00 -2.41461182e+00  7.41818142e+00
 -9.09280300e+00  2.64823008e+00 -3.01799250e+00 -4.89653921e+00
  1.62720466e+00  9.58384097e-01 -2.81357735e-01  6.13231540e-01
 -9.30629313e-01 -2.41507149e+00 -6.33557379e-01 -1.39762366e+00
 -1.51035368e+00  1.35129964e+00 -3.47028226e-01 -1.98323870e+00
  7.16536880e-01 -4.13151646e+00  1.66607916e+00 -1.99278638e-01]",male
"[-4.2979318e+02  4.2976387e+01  1.3535911e+01  3.3436626e+01
  6.8670549e+00 -1.2084878e+01 -2.2737429e+01  1.7499416e+00
 -1.3743066e+01 -3.1977084e+00 -1.6242983e+01 -1.1025904e+01
  5.8891091e+00 -1.5387460e+00 -9.7214642e+00  5.2344424e-01
 -1.4722323e+01 -1.2288437e+00 -3.2675555e+00 -3.9835186e+00
 -6.6659884e+00 -9.9351239e-01 -2.3779988e+00 -4.2516084e+00
  3.2123654e+00 -3.1210005e+00 -2.1716430e+00 -7.1476251e-01
 -1.5600054e+00  7.3857659e-01 -3.9841643e-01  1.5741130e+00
 -2.3733993e+00  1.1574230e+00 -9.2637229e-01 -1.6422297e+00
  4.8291710e-01 -2.6292076e+00  1.7412941e+00 -1.5592070e+00]",male
"[-3.7409723e+02  5.9345703e+01 -8.3366165e+00  3.2929070e+01
 -1.3174420e+01 -1.2646480e+01 -3.6730139e+00 -2.1444924e+00
 -6.8774428e+00 -9.4766159e+00 -1.5064354e+01  2.0652242e+00
 -1.0653753e+01 -1.0866602e+01 -1.1694898e+01  1.0914455e+01
 -4.7479486e+00 -4.6583343e+00 -5.6175718e+00  6.8977561e+00
 -1.3701679e+01 -1.6847064e+00 -5.6746998e+00 -6.1769013e+00
  3.1644835e+00  3.2289901e+00 -7.8644505e+00 -2.8577948e+00
 -1.5127605e+00 -4.6748395e+00 -1.9047635e+00 -1.8737214e+00
  4.5191078e+00 -3.9595203e+00 -4.1918631e+00  2.8264964e-01
 -1.9451309e+00 -1.5380466e-01 -4.1621094e+00 -2.1975477e+00]",male
"[-3.5286581e+02  3.7798496e+01  1.0769014e+01  2.5177572e+01
  3.3303151e+00 -2.8441803e+00 -2.0063091e+01 -1.2417181e+00
 -5.2576323e+00 -3.8049345e+00 -1.6483664e+01  3.8343627e+00
 -1.8527830e+01  4.5258239e-01 -7.5762219e+00 -5.0008783e+00
 -1.2037244e+01 -3.2515574e+00 -8.6366606e+00 -1.8127068e+00
 -5.6199050e+00 -1.2086588e+01 -4.4627514e+00  3.9504464e+00
 -3.9616287e+00 -8.8159781e+00 -7.0376581e-01  9.2265625e+00
  6.3795385e+00  5.5679903e+00  3.5597484e+00  3.8509877e+00
  7.1622567e+00  8.5971432e+00  3.2782869e+00  5.9942579e+00
  6.4848156e+00  4.4550276e+00 -9.8818094e-02  2.5819259e+00]",female
"[-3.5376266e+02  9.6786003e+01  3.8598976e+01  3.2298244e+01
 -3.5133798e+00  2.0512512e-02 -9.3663216e+00  9.6513844e+00
 -1.7497878e+00 -4.0832062e+00 -9.1161470e+00  3.9102604e+00
  2.2016740e+00  5.6100488e-01  8.7010431e-01  1.5771785e+00
 -8.2458496e+00  4.4441242e+00 -1.0825142e+00 -5.3542447e-01
 -2.5394042e+00  1.7162906e-01  6.6809729e-02 -3.2237762e-01
 -3.0050435e+00 -1.7357572e+00 -9.3811107e-01 -3.0957067e-01
 -1.5232811e+00 -4.4241614e+00 -2.4095712e+00 -2.9879000e+00
 -3.3134327e+00 -5.5728251e-01 -1.6031530e+00 -6.9841671e-01
 -1.6438477e+00 -1.8074961e+00 -9.7795808e-01 -9.1432059e-01]",male
"[-400.18405     46.34938     18.918812    31.742378     2.4973633
  -13.609144   -17.037838    -2.92101    -18.650152   -14.3375025
   -7.523467     5.145962    -6.4664807    4.061834   -14.2835245
   -6.322099    -2.785295    -8.108144    -2.6804574   -8.371366
   -2.847881    -8.030868    -6.0110993   -1.204217    -3.390263
   -6.469267    -4.9449487   -2.1743212   -4.9442677   -1.2412012
   -7.0907054   -1.5368388   -2.1878066   -1.7355031   -1.3703858
    1.6150182    1.3021064    4.4954333    5.009494     4.9033074]",female
"[-3.7787000e+02  1.0951179e+02  3.1489473e+01  4.2791203e+01
  1.7947208e+01  1.0314723e+01 -1.6947592e+01  5.1723070e+00
  6.3184972e+00  8.5622253e+00 -6.0898632e-01  9.5216093e+00
 -9.1159856e-01  4.3209152e+00 -5.6626719e-01  5.9596782e+00
 -1.4473695e+00  2.8891568e+00  4.2940969e+00 -3.6810887e+00
 -7.9222322e-01  3.5061057e+00 -2.6450081e+00  1.9576135e+00
 -6.6495550e-01  1.8021076e+00 -2.9546125e+00  1.3929011e+00
 -1.2744864e+00 -3.5210529e-01 -4.2827347e-01 -6.7867500e-01
  1.5884287e+00  6.6215467e-01  2.4311869e+00  1.0971056e+00
  6.2216282e-02 -3.8674030e-01  8.7485498e-01  5.0480757e-02]",male
"[-2.4407654e+02  8.4810387e+01  1.3519942e+01  4.8070774e+01
  2.0267932e+00  3.8662508e+00 -5.3246117e+00  1.1593800e+01
 -1.4678197e+01  2.5982714e+00 -1.1076576e+01  4.8423638e+00
 -9.1680050e+00  4.9525819e+00 -1.0892349e+01 -3.0899727e+00
 -4.6966410e+00 -1.0758792e-01 -6.7575479e+00  1.5015192e+00
 -1.2996296e+00  5.8102280e-01  9.5075496e-02  1.0546610e+00
 -6.9296205e-01  4.8112302e+00  6.3204255e+00  7.0223904e+00
  8.2398291e+00  8.4676180e+00  6.1765099e+00  3.8003888e+00
  3.5645773e+00 -8.4013231e-02  1.9268930e+00 -3.5038624e-02
  1.1423044e+00 -5.9723824e-01  2.6085484e-01 -9.3921083e-01]",female
"[-3.3651526e+02  9.6962662e+01  6.2237735e+00  2.5599546e+01
  1.9563730e+01  1.0807383e+00  5.0019987e-02  1.2895678e+00
 -2.0846790e+01  3.8775578e-01 -1.0001299e+00 -2.0344312e+00
 -5.8714848e-02  4.0224571e+00 -2.7743199e+00  7.9252915e+00
 -5.3893013e+00  3.3930683e+00  1.3961872e+00  4.5114436e+00
 -6.7182589e-01  1.2955280e-01  2.2211714e+00 -4.9061928e+00
  1.8024975e+00 -1.9144117e+00 -3.0081613e+00 -4.2300582e-01
  1.9009041e+00  8.7953597e-01  3.9485154e+00 -1.4951779e+00
 -3.1200990e-01  6.1178041e-01 -1.7566923e+00 -1.8200507e+00
 -1.9072671e+00 -2.4735534e+00 -1.1053365e+00 -1.1156679e+00]",male
"[-322.251        90.25443       6.0372686    10.829507    -17.202549
   -9.293298    -19.476171     -7.183501    -17.988226     -5.517043
  -10.245994     -7.556514    -14.371487     -3.5683925   -11.789434
   -6.9742093    -5.9318514    -3.5734446    -8.3741045    -5.1148605
   -6.9872985    -9.491741     -7.25751      -5.1850996    -6.665789
   -6.6415057    -4.222099     -3.8232753    -3.4874694    -3.9598963
   -0.43454227   -1.7352685    -0.69922054   -1.2992898    -1.594614
    1.7179532     0.5384568     1.2999139     1.6711212     1.7260334 ]",female
"[-3.1699509e+02  8.4599251e+01  2.3372121e+00  4.3151901e+01
 -3.6421895e-01 -6.9722633e+00 -1.6932613e+01 -9.6545038e+00
 -1.5533972e+01 -1.2224377e+01 -2.1685137e+01 -3.9615533e+00
 -1.4846000e+01 -7.5931306e+00 -8.8957853e+00 -1.0957937e+01
 -9.5744658e+00 -6.3929310e+00 -1.0043103e+01 -3.9207718e+00
 -5.8890619e+00 -2.3396747e+00 -6.3151603e+00 -4.2027273e+00
 -4.7837543e+00 -5.0193138e+00 -4.9095321e+00 -4.8182349e+00
 -2.9826443e+00 -4.8670034e+00 -2.3100798e-01 -2.6231244e+00
 -2.8617177e+00 -4.7049255e+00 -3.0327158e+00 -4.2192197e+00
 -8.8672084e-01 -1.3662539e+00 -1.1904649e+00 -2.6502817e+00]",male
"[-2.5083775e+02  9.1293526e+01  3.2229050e+01  5.0497986e+01
  2.0040461e-01  1.9154289e+01 -3.4936310e+01  8.2384338e+00
 -7.9451704e+00  1.0487860e+00 -1.8612341e+01  1.2422599e+01
 -1.2737591e+01 -1.0750505e+00 -3.8135755e+00 -3.5983465e+00
 -4.9173541e+00 -3.2989917e+00 -9.0780258e+00  5.0776782e+00
 -1.0148288e+01 -2.7493489e+00 -4.8548250e+00 -3.5250041e+00
 -8.9868040e+00 -3.5868142e+00 -2.3334160e+00 -5.2232113e+00
  6.5674525e-01 -5.6390419e+00 -1.3899064e-01 -3.7941327e+00
 -4.8765473e+00 -4.0325016e-02 -5.0179958e+00  3.0257592e-01
 -7.2860962e-01 -2.2707350e+00 -3.1584847e+00 -2.7377014e+00]",male
"[-431.32184      52.208076      3.8171532     9.590436    -15.011691
  -14.10074     -13.1479025     1.6818398   -14.450119    -15.386404
   -9.394332      1.8913993   -12.9035845   -18.32661      -5.4167147
   -1.1207008    -8.8466215    -7.5631523    -5.0165415     1.1865368
  -13.767058     -1.0274694    -9.377886     -5.139159     -0.55437404
   -4.000525     -6.8824487     1.952566     -0.49833196   -0.45115867
    3.3315341     1.7281036     8.7182455     3.7672176     7.005391
    9.594426      4.308132      4.9896355     2.7056332    -0.45363906]",female
"[-4.0832596e+02  5.6215302e+01 -2.0356714e+01  2.3175871e+01
 -3.4837554e+00 -1.3005611e+01 -7.9667087e+00 -2.0530469e+00
 -1.9350931e+01 -2.0941027e+01 -4.0826178e+00 -2.4052067e+00
 -8.1391420e+00  1.0147424e-01 -5.5671229e+00  1.1613789e+01
 -1.7098070e+01 -5.4598851e+00  6.4265213e+00 -2.6876991e+00
 -1.5237605e+01  6.0369277e+00 -5.7049832e+00 -5.6385050e+00
  3.9617330e-01 -5.3094373e+00 -1.0677119e+00  1.3778841e+00
 -8.6211139e-01 -5.5549622e-01 -1.1160249e+00  3.3734217e+00
  1.3820308e+00 -3.9236121e+00  1.0153965e+00  1.3111743e+00
 -3.9689701e+00 -7.0255435e-01 -3.4432633e+00 -2.0486674e+00]",male
"[-3.0923041e+02  1.0637931e+02  4.0060928e+01  4.2182209e+01
  1.9258135e+01  1.9669073e+01 -3.3711126e+00  1.7615513e+01
 -1.0730218e+01  1.0212252e+01 -2.2066796e+00  3.8418245e+00
 -3.0842128e+00  5.8162255e+00 -1.2987142e+00  3.9605572e+00
 -1.8423035e+00  1.1968952e+00 -1.7906759e+00 -1.1030511e-02
 -6.8206710e-01 -2.2629745e-01 -1.5219071e+00 -2.0462897e+00
  2.0904987e-01 -2.7598121e+00 -7.7086741e-01 -8.5870725e-01
 -3.2475132e-01 -1.1248370e+00 -9.4446465e-02 -1.9050340e-01
 -9.1395748e-01  1.9564083e-01 -1.0294346e+00 -1.2523595e+00
 -1.7256176e-01 -8.4010178e-01  2.2972462e-01 -4.5387131e-01]",male
"[-3.8883087e+02  7.4011742e+01  5.0321870e+00  2.2236250e+01
  3.6996312e+00 -3.6621959e+00 -2.8209229e+01 -8.7016459e+00
 -7.4136171e+00 -1.5138259e+01 -1.1817448e+01 -7.2716389e+00
 -5.5425110e+00 -6.4719381e+00  2.8130875e+00 -2.6518490e+00
 -5.0459690e+00 -3.8409290e+00 -1.3705647e+00 -3.1287217e+00
 -2.8197305e+00 -5.8394527e+00 -6.5209970e+00 -2.3820755e+00
 -5.6055703e+00 -3.0736396e+00 -3.3137581e+00 -4.8234134e+00
 -3.4826777e+00  1.4730265e+00 -3.2438213e-01 -3.4535835e+00
 -1.4447703e+00 -3.4446714e+00 -2.3870916e+00 -9.7335762e-01
 -2.7163603e+00 -4.0636306e+00 -2.9680965e+00 -3.8144734e+00]",male
"[-274.89978    108.32236    -26.555103    47.375572   -14.82
   14.020962   -20.161774    -2.6926947   -6.5902853   -7.5766506
   -4.344423    -7.073623     5.452111    -9.962967     5.022303
   -5.7980413   -4.606492     1.0468155   -2.8053243   -2.741629
   -7.10863     -2.840585    -4.786392    -1.8606197    0.855945
   -3.2717779   -2.4596622   -1.05531     -3.604286    -1.4733295
   -0.8812069   -2.3715806   -4.1167655   -3.3203185   -3.1824837
   -2.5636864   -2.3932824   -3.165896    -2.156475    -3.7558987]",male
"[-3.5420505e+02  4.7301029e+01  3.5964298e+01  5.5135712e+01
 -1.9300365e+00  1.4226137e+01 -2.9648947e+01  1.9706039e+01
 -1.8313274e+01 -9.8729086e+00 -1.5066849e+01 -6.0494432e+00
 -3.2036421e+00 -6.7061019e+00 -1.6854328e+00  6.2400184e+00
 -1.9849684e+01  9.9806845e-01 -7.3194008e+00 -4.6632223e+00
 -5.4240093e+00 -3.0117030e+00 -9.7668152e+00  1.4461967e+00
 -1.3176479e+00  3.9448574e-01 -2.8929310e+00 -4.3830028e+00
  2.2395267e+00 -5.0865345e+00 -4.3093286e+00 -2.0280845e+00
  2.3253758e-01 -4.2700481e-01 -2.4008915e+00 -2.3672178e+00
 -5.2133055e+00 -1.6928902e+00 -5.8801775e+00 -5.9229894e+00]",male
"[-3.4230682e+02  6.2513302e+01  4.4214195e+01  3.4759315e+01
  1.6572911e-01  7.5696559e+00 -1.4644846e+01  1.2982158e+01
 -3.8572721e+00  6.1359186e+00 -1.4378129e+01  4.3806443e+00
 -1.1529226e+01  7.0526323e+00 -1.0006378e+01 -3.3066201e+00
 -9.7436571e+00  5.8533506e+00  7.6220787e-01 -6.6967812e+00
 -3.2199099e+00 -3.8260815e+00 -6.1081529e+00  6.7660534e-01
 -5.4246454e+00 -4.1265202e+00 -1.1827559e+00 -2.8577232e+00
 -3.3314679e+00 -3.1536381e+00 -5.2937567e-01 -2.7744100e+00
 -3.2240515e+00 -1.1926981e+00 -1.7005230e+00 -5.0496359e+00
 -1.1504672e+00 -3.5506470e+00 -5.1646657e+00  5.5354409e-02]",male
"[-3.81123779e+02  7.75722275e+01  4.17020607e+00  6.23814430e+01
  6.52338839e+00  9.44872952e+00  1.43979263e+01  6.30906153e+00
 -1.22900915e+01  2.67642975e+00 -1.16994696e+01 -1.56280673e+00
 -3.62069249e-01 -5.95392466e+00  9.36409092e+00 -8.57045770e-01
 -4.05965805e+00  6.83928585e+00  5.41020966e+00 -4.51846361e-01
 -1.82449031e+00  6.54602814e+00  8.65053177e-01 -8.56497884e-01
  3.01359391e+00  6.76035702e-01  2.50878835e+00  2.10324287e+00
  1.97363877e+00  1.03127682e+00  4.46397686e+00  3.21785164e+00
 -7.44038701e-01  1.90473056e+00  4.55018699e-01  6.85046732e-01
  2.14155293e+00  9.68914628e-01 -7.56279707e-01 -2.65986538e+00]",male
"[-3.54941315e+02  1.05412254e+02 -2.09801636e+01  3.51642761e+01
 -5.39986897e+00 -6.36242485e+00 -1.34425125e+01 -1.31997805e+01
 -1.62384777e+01 -4.80207300e+00 -6.41882849e+00 -3.58548212e+00
 -1.19071102e+00 -6.81173086e+00  3.12093687e+00 -3.16929936e+00
 -3.58173990e+00 -5.13151550e+00 -7.85353899e-01 -1.17942166e+00
  2.06210804e+00  1.57530263e-01 -4.76743031e+00 -2.31677723e+00
 -5.38257599e+00 -1.01268601e+00 -2.28042111e-01  2.97400570e+00
  1.02841902e+00 -3.83202124e+00 -1.10907352e+00 -8.54830980e-01
 -2.64534378e+00 -1.64854097e+00 -6.81982338e-01  1.00803638e+00
  2.39914984e-01 -2.88806486e+00 -2.82582068e+00 -2.67426753e+00]",male
"[-3.13858887e+02  1.11464378e+02  1.31440735e+01  3.87749710e+01
  2.31546459e+01  7.40692997e+00 -7.26667690e+00  4.52281809e+00
 -4.34042740e+00 -3.84873462e+00 -7.50148106e+00 -2.03844810e+00
 -1.09182768e+01 -4.12325668e+00 -5.58188820e+00 -5.15416098e+00
 -6.29225254e+00 -3.34940624e+00 -4.02601361e-01 -2.44716811e+00
 -3.09543991e+00 -2.18674922e+00 -2.19269252e+00 -4.87895679e+00
 -3.01572084e+00 -1.73449302e+00 -3.14343500e+00 -7.92842627e-01
 -1.91245341e+00 -3.92872143e+00 -1.30451453e+00 -5.94465613e-01
 -2.43087554e+00 -1.45271051e+00 -1.18951380e+00 -1.60986805e+00
  1.52932391e-01 -5.37363410e-01 -1.38160396e+00  1.23273738e-01]",male
"[-411.20325      84.8439        7.219472     35.166843     -2.2323608
    1.9064196   -23.818575    -18.397821    -16.145916    -15.294621
  -15.719176     -7.3803277    -5.5378704   -13.377608     -1.1683823
   -8.866215    -12.233067    -11.583052     -0.59960437   -2.661662
   -7.338919     -3.7567413    -7.705892     -5.888609     -5.46928
   -2.6852016    -1.5973207    -1.300687     -3.006255     -1.0430272
   -3.9324765    -6.0458384    -2.593966     -3.0867224    -2.6728384
   -3.099475     -2.8968282    -5.3871865    -2.765756     -2.1529293 ]",male
"[-4.1211047e+02  9.0097527e+01 -1.4888350e+01  2.0331238e+01
 -1.9583410e+01 -6.5605311e+00 -2.3918589e+01 -2.1429546e+01
 -1.7867653e+01 -1.3499387e+01 -5.1212001e+00 -1.1068611e+01
 -4.7143183e+00 -4.1589661e+00 -1.5133758e+01 -9.4906578e+00
 -1.0526600e+00 -7.0854383e+00  2.0940292e+00 -6.0166545e+00
 -1.0479839e+01 -8.1991301e+00 -7.4549737e+00 -1.1464781e+00
 -5.5082912e+00 -2.7774739e+00 -5.7424808e+00 -6.0803170e+00
 -3.2818794e-02 -4.1829363e-01  2.7548130e+00  3.2040563e+00
  1.9805484e+00  2.0171220e+00  1.6028163e+00  3.9794171e+00
  2.7852113e+00  4.2065811e+00  3.6792977e+00  7.0664036e-01]",female
"[-4.18547882e+02  5.94814682e+01  1.22622223e+01  1.56572380e+01
 -1.42564840e+01 -1.05701895e+01 -1.56960945e+01 -2.58767490e+01
 -1.24370956e+01  2.10604596e+00 -1.18628778e+01 -1.19909496e+01
 -9.35042763e+00  7.87986696e-01 -1.08850307e+01 -1.25161343e+01
  3.61914515e-01 -5.66752911e+00 -7.38374424e+00  6.04716825e+00
  4.99952555e-01 -3.44866276e+00  7.10351646e-01 -2.63967133e+00
  1.81331801e+00  6.41020060e+00  5.72933435e+00  8.07702637e+00
  3.03716850e+00  4.06990051e+00  3.88731694e+00  2.32617497e+00
  2.17597818e+00 -6.88027382e-01  2.05554628e+00  1.81399477e+00
  2.34608912e+00  1.33400714e+00 -1.77875662e+00 -7.11643934e-01]",female
"[-3.2579752e+02  1.3095312e+02 -1.2043661e+01  4.9888790e+01
  1.1376670e+01 -3.6381469e+00 -2.6026848e+01 -1.0539825e+00
 -1.2748620e+01 -1.2984441e+01 -7.3680916e+00 -1.2355769e+01
  1.4332157e+00 -9.1101923e+00  3.3624523e+00 -2.5550632e+00
 -8.9679928e+00 -2.5418787e+00 -6.2089581e+00 -4.8011580e+00
 -2.8197892e+00 -7.4498612e-01 -1.9475040e+00 -4.8022261e+00
 -3.6238267e+00 -3.8158045e+00 -3.1684766e+00  3.7573838e-01
 -3.0166075e+00 -4.2967963e+00 -2.7311363e+00 -3.5439787e+00
 -3.4655266e+00 -8.0290020e-01 -3.3134868e+00 -3.2262201e+00
  2.7678469e-01 -1.4816498e+00 -1.2296603e+00 -2.2923870e+00]",male
"[-3.2203952e+02  1.2710565e+02  2.6009245e+01  5.2883545e+01
  1.9951996e+01  7.0045104e+00 -1.3886811e+01 -1.5354232e+01
 -1.0183602e+01  5.5745144e+00 -9.6818800e+00  1.8056428e+00
  6.0865750e+00 -1.3442695e+01  1.3307197e+00  7.7691903e+00
 -1.2843550e+01  1.6549627e+00  2.0471694e-02 -3.2388659e+00
 -3.5915718e+00  1.2224871e+00  4.8341022e+00 -2.2771821e+00
 -1.6355479e-01 -9.9748015e-01 -2.0334208e+00  2.4293838e+00
  2.4319570e-01  2.5489323e+00 -1.5046961e+00 -2.0969365e+00
 -2.4096942e+00  1.2215762e+00 -8.6876690e-01  2.4544817e-01
 -1.0155419e+00 -2.4576886e+00 -1.2446151e+00 -5.5813557e-01]",male
"[-3.2959027e+02  1.1292509e+02 -1.7117067e+01  3.3034710e+01
 -1.8692360e+01  8.0360079e+00 -1.5520822e+01 -7.3573313e+00
 -1.8224138e+00 -7.2228889e+00 -4.4904399e+00 -1.8127952e+00
  2.0418255e+00 -8.4642162e+00  1.2880619e+00 -2.9102345e+00
 -2.3807263e+00 -7.1667242e+00 -1.0829786e+00 -3.5731649e-01
 -4.2484274e+00  4.3725672e+00 -1.5556655e+00  1.6882526e+00
 -1.7814171e+00 -1.9590241e+00  1.8950255e+00 -1.3637789e+00
  1.1652367e+00 -2.0403416e-01 -1.5708321e+00  7.0571117e-02
  5.7737780e-01  8.5192776e-01 -2.4002774e+00 -3.1005139e+00
  4.6068445e-01 -4.1892621e-01 -1.0027148e+00 -1.4774847e+00]",male
"[-3.37392242e+02  9.79522629e+01 -1.29127636e+01  1.65683498e+01
 -1.85589943e+01 -3.78188920e+00 -2.12006588e+01 -6.70976579e-01
 -4.21293163e+00  3.55346012e+00 -3.35670996e+00 -6.22811270e+00
 -2.81263971e+00 -3.52703643e+00  3.39751196e+00 -6.18931913e+00
  1.04824276e+01 -5.06758976e+00 -8.67477322e+00 -3.74889636e+00
 -5.83647299e+00 -5.27289677e+00 -3.35162282e+00  1.24137305e-01
 -8.62207985e+00 -2.71081042e+00 -4.25314379e+00 -3.33629251e-01
 -5.10810947e+00 -8.73253345e+00  1.24074137e+00 -1.10175300e+00
 -5.37094951e-01  2.82978487e+00  7.84214449e+00  7.53002024e+00
  3.78239012e+00  2.65687799e+00  1.68387151e+00 -1.24688995e+00]",female
"[-344.12537      97.17183     -20.708332     46.100533    -18.213074
   -5.1616282    -9.146641      4.076813     -4.9301834   -10.659061
    0.36495724   -7.533652     -2.7331636     1.3533686    -4.2885838
   -9.775992     -3.216301     -4.660281     -2.649133     -9.920397
   -4.3312664    -1.6053803    -4.910184     -1.5841026    -5.1051435
   -2.1896243    -3.803481     -1.8188906    -2.6791553    -2.3763387
   -3.5370686    -2.5404334    -1.1087632    -4.483203     -2.0585592
   -3.9635925    -2.6954098    -2.1123807    -3.635343     -2.942845  ]",male
"[-4.2218527e+02  8.5760567e+01  2.4537344e+01  3.9095207e+01
  1.0853891e+01 -1.2771973e+01 -2.4734737e+01 -1.6541647e+01
 -1.0334082e+01 -1.0926420e+01 -1.2756144e+01 -1.9418112e+00
 -2.4269843e+00 -1.1891178e+01 -1.5308040e+00 -9.9637451e+00
 -1.3559549e+01 -1.5420998e+00 -4.2727084e+00 -5.9368577e+00
  2.9435780e+00 -5.1313572e+00 -1.0398956e+01 -4.1093683e-01
 -3.1689880e+00 -5.1013336e+00 -3.3291421e+00 -2.0914295e+00
 -3.1960802e+00 -4.4707608e+00 -1.9855014e+00 -1.8330017e+00
 -2.9369915e+00 -2.9552960e+00 -2.8530931e+00 -3.8067482e+00
 -8.6889350e-01 -2.2718065e+00 -4.9735675e+00 -2.1754935e+00]",male
"[-368.00064     105.361015     -3.3208134    41.402016     14.201331
    2.7297208   -12.741907     -4.69826     -21.303787    -12.688487
   -5.5859337    -1.4722283     4.455542    -14.159406     -3.0576503
   -8.847061     -3.316075     -7.010819    -12.85834       2.2163887
   -6.4978523    -0.96988654    4.1471596    -1.9579808    -5.9046826
  -13.693816    -11.917931     -4.156754      1.242859     -3.6364427
   -5.0527787    -1.3870486    -3.0906253     0.8847651    -1.9562101
   -5.836105     -5.59932      -6.5881095    -5.8688493    -3.189706  ]",male
"[-3.5209683e+02  1.1989734e+02  2.6891481e+01  4.4450626e+01
  1.9016005e+01  4.6455688e+00  8.8427925e-01  5.1964827e+00
 -2.1314218e+00  8.1076825e-01 -6.3353014e+00  5.0245714e+00
 -1.5663038e+00 -3.5075459e+00  8.8924098e-01 -2.6522276e+00
 -3.7088361e+00 -1.3107270e-02 -1.4116220e+00 -4.7805314e+00
 -1.4207606e+00 -5.3595918e-01 -3.7182369e+00 -3.3767053e-03
  2.2016582e+00 -2.0393004e+00 -8.2430810e-01  1.8112626e+00
 -2.0395098e+00 -3.3687511e-01  2.9129288e+00 -1.8384022e+00
 -2.4060075e-01  1.3224078e+00 -3.9798817e-01 -1.9878838e+00
  9.0654141e-01 -3.5589752e-01 -2.5843928e+00  6.6674685e-01]",male
"[-3.40712646e+02  8.86105957e+01 -1.20760403e+01  3.38373260e+01
 -1.07671967e+01 -6.96571541e+00 -3.83574867e+01 -2.87521229e+01
 -1.42183199e+01 -2.25088444e+01 -1.12173872e+01 -3.24996519e+00
 -6.11900806e+00 -1.12101965e+01 -4.69218302e+00 -5.83874989e+00
 -9.42399216e+00 -5.80186749e+00 -5.58806086e+00 -9.35180473e+00
 -1.65801466e-01 -5.60545635e+00 -6.10412788e+00 -4.66411400e+00
 -6.32751131e+00  1.35270464e+00 -1.15204763e+00  8.62033844e+00
  1.00189075e+01  9.97847843e+00  1.34656467e+01  1.00772505e+01
  1.06248217e+01  4.90753126e+00  4.20285988e+00  2.76059866e+00
  3.14777821e-01  3.22284842e+00  1.35547888e+00  1.45983458e+00]",female
"[-392.2567     103.49144      4.4954224   29.801119    -3.0507526
  -20.12893    -25.703382   -16.267092   -15.840719   -10.28753
   -8.057615   -10.282816    -5.383598    -2.5969834  -11.561817
  -13.096985    -5.3830743  -14.4180355  -12.355552    -7.5715013
   -6.1470847   -4.9956255   -4.472168    -7.937153    -8.210046
   -2.825281    -4.358389    -5.781297    -5.708133    -4.777364
   -2.2570455    1.0187227   -1.273239     0.5930583    3.1146252
    3.7694483    6.4363494    6.2141423    7.082862     6.1979938]",female
"[-3.7222772e+02  8.7250526e+01  1.1678176e+01  2.5171537e+01
  1.1739622e+00 -1.3010947e+00 -2.1014494e+01 -7.5331264e+00
 -9.0827923e+00 -1.3753831e+01 -1.2150826e+01 -5.5946274e+00
 -6.0881219e+00 -9.7169962e+00 -1.3741610e+00 -9.5661507e+00
 -6.2040992e+00 -5.1256495e+00 -1.2893969e+00  2.1565357e-01
 -3.7280438e+00 -2.4385555e+00 -4.6446791e+00 -4.7663794e+00
 -3.4038954e+00 -1.4925188e+00 -1.9149595e+00 -2.2200758e+00
 -2.4480336e+00 -2.6280899e+00 -3.7187924e+00 -4.4289556e+00
 -5.4965434e+00 -4.1431646e+00 -2.7685223e+00 -2.8570492e+00
 -2.2029707e+00 -3.2481508e+00 -3.2466912e+00 -2.4630542e+00]",male
