feature,class
"[-2.5888867e+02  8.6214706e+01  7.6947846e+00  3.6637810e+01
 -3.8506672e-01  7.7770418e-01 -2.9314621e+01 -5.6313877e+00
 -6.4140334e+00 -6.3853941e+00 -8.0245943e+00  7.6199598e+00
 -1.4256310e+01 -4.6980624e+00 -4.1958756e+00 -3.6530092e+00
  2.3117211e+00 -5.1655068e+00 -4.7862701e+00 -3.1771317e+00
 -2.2992601e+00 -6.7438650e-01 -4.0449290e+00  1.3111238e+00
 -2.1850946e+00  3.9192505e+00 -8.3627671e-01  2.5995985e-01
 -1.0435078e-01  1.6144840e+00 -1.0876878e+00  3.6820367e-01
 -1.0136248e+00 -1.1506352e+00  4.8528070e+00  1.7899424e+00
  3.0261104e+00  2.5115459e+00  1.6151659e+00  5.8553028e+00]",female
"[-3.0937061e+02  1.3582684e+02  4.2882618e+01  4.9554649e+01
  1.8833450e+01  2.0337507e+01  1.4257201e+00  1.0990148e+01
 -7.9502001e+00 -2.2878535e+00 -1.1594710e+01  4.6953020e+00
 -1.5981174e+00  2.9656160e-01  2.7099741e+00  4.5497341e+00
 -4.6451759e+00  3.3294153e+00  2.3847830e+00  9.8147565e-01
  7.6505411e-01 -8.6040294e-01  7.2751886e-01 -2.4491873e+00
 -3.9128155e-01 -3.3936524e+00  2.5441477e+00 -1.7136775e+00
  9.3380111e-01 -2.4320440e+00 -2.5211995e+00 -5.9325057e-01
 -8.4745777e-01 -3.1634414e+00 -2.7840405e+00  8.5757643e-01
 -1.0397657e+00 -1.9439870e+00 -1.5919569e+00 -1.5734028e+00]",male
"[-2.4835966e+02  8.4933762e+01  5.0719816e-02  3.1814423e+01
 -1.0091022e+01  5.3221831e+00 -1.2413836e+01  5.3223305e+00
 -9.9655075e+00  1.4369445e+00 -1.0735956e+01  2.4334290e+00
 -3.2730598e+00  3.9394040e+00 -2.1259539e+00  3.4771364e+00
  2.0515842e+00  2.1818597e+00 -2.1953411e+00  5.9824538e-01
 -2.1509798e+00 -5.4408574e-01 -3.1896612e-01  1.9156533e-01
  7.0009327e-01  2.6149836e+00  3.8373590e+00  5.2811685e+00
  6.6353955e+00  4.2129192e+00  3.2391422e+00  3.7018952e+00
  3.9497504e+00  3.1437540e+00  4.1739216e+00  2.8433831e+00
  2.2980845e+00  3.2569938e+00  3.4087062e+00  3.2396147e+00]",female
"[-3.24107025e+02  1.03120789e+02 -1.00796566e+01  3.49508934e+01
 -6.89518118e+00 -7.57189465e+00 -2.17075310e+01 -6.37623358e+00
 -1.30861225e+01 -1.29533625e+01 -3.51654243e+00  3.30886096e-01
 -4.47651196e+00  2.37269473e+00 -2.63088608e+00 -1.52581244e+01
  1.14967656e+00 -1.33400259e+01 -9.34134674e+00 -3.93613148e+00
 -5.98175192e+00 -7.06844616e+00 -2.37577415e+00 -7.47092128e-01
 -1.10123367e+01 -4.79359531e+00 -3.61269593e+00 -9.15150106e-01
 -2.90740085e+00 -3.89317822e+00 -3.38920116e+00 -4.22209835e+00
 -3.73516536e+00 -2.04721496e-01  1.27566361e+00 -1.83038747e+00
  3.14024305e+00  3.12689233e+00  6.72476530e-01  1.28294754e+00]",female
"[-3.3181500e+02  1.1984710e+02 -2.7348810e+01  2.7768450e+01
 -3.2106917e+00 -1.8490676e+00 -8.6152477e+00  1.0301941e+01
 -2.0205154e+01 -6.8978124e+00 -5.1869340e+00 -1.4433730e+01
  5.6813464e+00 -8.5371552e+00 -3.0675936e+00  8.5936141e-01
  4.7219455e-01 -6.0292263e+00  1.2769235e+00  5.7698372e-03
 -2.5177152e+00  1.3563497e+00 -5.4283962e+00 -4.6842513e+00
 -3.9487257e+00 -3.6856251e+00 -6.8031440e+00 -3.6499825e+00
 -2.9343693e+00 -2.1363845e+00 -1.5915685e+00 -4.2906847e+00
 -4.5161085e+00 -4.9181538e+00 -3.8337681e+00 -3.2722323e+00
 -4.0979686e+00 -2.9420376e+00 -1.8816563e+00 -3.4494369e+00]",male
"[-317.1614     106.85326    -21.079567    33.212162   -15.521915
  -19.492638   -24.312561    -1.1340714    5.2322216  -15.481216
  -13.220408   -14.589482   -15.713117    -5.362341    -3.6060414
   -8.748572    -5.9523015   -8.52248     -3.236321    -5.782435
   -7.6294556   -6.655174    -3.3047304   -4.175707    -5.5081806
    1.2288336   -1.3145148    2.9183989    3.317841     7.062787
    6.287161     4.5457997    8.525924     2.3035557    5.9036126
    3.816836     1.4479041    3.4370475   -2.6043177   -1.2474579]",female
"[-2.9786426e+02  8.5463936e+01  1.3775924e+01  3.1891781e+01
  1.0663660e+01  1.4958172e+01  5.7231158e-01  1.7012720e+01
 -8.6574583e+00  1.3551458e+01 -7.9881344e+00  7.6709166e+00
 -4.9747448e+00  6.1415439e+00  2.1691601e+00  6.4252157e+00
 -1.0093929e+00  4.9007668e+00 -5.6330758e-01 -8.3448905e-01
 -1.8937951e+00  9.5328474e-01 -2.4834029e-02  1.1831169e+00
  1.5822012e+00  2.8217773e+00  2.7068241e+00  2.0978639e+00
  1.8433806e+00  2.2442658e+00  9.9421424e-01  1.0728152e+00
  1.2331940e+00  1.7312183e+00 -1.8319417e+00 -1.3104918e+00
  7.9668701e-02  6.5679497e-01  2.6097792e-01  4.7963449e-01]",male
"[-3.1424567e+02  6.6200180e+01 -2.9935198e+00  2.3955923e+01
 -4.9302597e+00 -4.3007061e-01 -2.1215302e+01 -1.1713974e+01
 -2.2616871e+01 -2.6690760e+00 -1.7059792e+01 -3.7953591e+00
 -1.5308621e+01 -8.3081055e+00 -3.8260522e-01 -6.1449871e+00
 -3.8846440e+00  2.5920352e-01 -7.9308419e+00 -1.9826100e+00
 -5.3295531e+00 -1.9604112e+00 -1.4001546e+00 -2.3404903e+00
 -6.8263495e-01 -7.0115342e+00 -3.0919290e+00 -3.0035574e+00
 -2.1450801e+00  6.3801402e-01 -5.7252474e+00 -4.7112856e+00
 -1.9586595e+00 -5.1193795e+00 -2.1605451e+00 -4.6182060e+00
 -1.6627688e+00 -4.0843892e+00 -5.4184523e+00 -1.8254808e+00]",male
"[-3.8675369e+02  1.2888322e+02  2.4034490e-01 -7.3781199e+00
 -5.9662709e+00 -1.9937751e+00 -9.8867645e+00 -7.8145280e+00
 -1.0760812e+01 -9.2538586e+00 -3.3442428e+00 -4.4016833e+00
 -5.5250411e+00 -3.0591857e+00 -4.2855358e+00 -1.3085558e+01
 -4.8055987e+00 -5.6082926e+00 -9.4906816e+00 -2.4448214e+00
 -1.2290794e+00 -4.1266170e+00 -5.0170622e+00 -2.9594142e+00
 -7.5768609e+00 -5.7363925e+00 -1.1655607e+00 -1.7951812e+00
 -1.8859853e-01  3.4588273e+00  6.3155737e+00  3.8547523e+00
  1.7654302e+00  1.6991775e+00  2.4639554e+00  1.0297767e+00
 -1.7587714e-01 -5.4540461e-01 -3.6182206e+00 -1.6384635e+00]",female
"[-214.52486      87.20097      -0.3875771    21.262173     -8.213503
    3.8361003   -26.580755      0.6090142   -19.803947      1.8236307
  -19.917778     -5.0791097   -14.701934      0.62054795  -10.80341
   -3.6167974   -10.815936     -5.004774    -16.142311     -6.0022893
   -8.282023     -6.381293     -7.3997006     1.4916555    -4.10205
   -1.4429901    -5.0192356    -2.7179425    -3.1836383    -1.7715656
   -0.5296117    -2.3022015    -0.80188906    2.6904063     6.766701
    8.972151      9.981842      8.875349      6.9221835     4.426346  ]",female
"[-3.2027219e+02  8.2273651e+01  3.1038740e+01  2.7327007e+01
 -3.3801799e+00  2.8969549e+01 -2.2329385e+00  1.2938838e+00
  1.9852415e+00  1.0191637e+01 -6.2491765e+00  7.8652258e+00
 -3.1651351e+00  1.0982767e+01 -5.7656515e-01 -2.5733137e+00
  6.8016930e+00  3.1597073e+00 -4.6662383e+00  1.2064609e-01
  2.9510334e-02  4.1252074e+00  2.9793830e+00  6.4478087e+00
  5.5093856e+00  7.7271662e+00  8.7167126e-01 -5.5144582e+00
  7.4578530e-01  4.3408747e+00  1.9674547e+00  7.1988502e+00
  1.4946403e+01  9.7660809e+00  8.4076576e+00  2.8291132e+00
  1.1973819e+00 -2.8296900e+00 -8.4198511e-01  2.7868879e+00]",female
"[-3.7793979e+02  5.5718620e+01  4.1990242e+00  2.6552483e+01
  1.2434605e+00  4.4115252e+00 -7.3251915e+00  1.0298459e+01
 -1.5006120e+01  1.0274189e+01 -9.3676929e+00  6.2144217e+00
 -4.9947429e+00  7.5115824e+00  3.6427438e+00 -5.3599725e+00
  2.4960749e+00  3.8367102e+00 -6.1881313e+00  3.1784592e+00
 -2.6142170e+00 -1.6780099e+00 -9.6796811e-01  8.7299770e-01
  9.6088797e-01  4.4609299e+00  4.0080609e+00  6.1387396e+00
  6.4118237e+00  6.2739868e+00  5.6115632e+00  3.7014289e+00
  6.7412448e+00  4.2407269e+00  3.4266770e+00  2.8883929e+00
  7.6632643e-01  1.1841433e+00  1.6995029e+00 -2.6472014e-01]",female
"[-362.95023      61.0102       24.942698     17.788826     -9.420697
   -1.1223489   -16.330156    -25.114899    -14.141247     -1.9894335
  -15.982787     -5.7353983   -23.435484      0.64922684  -16.215527
   -4.964345    -12.706687     -7.4588537   -15.492619     -1.867767
  -12.750335     -5.832208     -5.8338227    -4.6725364    -5.745004
   -2.0708272    -3.5147526     1.6666708    -6.932334      4.2318034
   -2.5378273     0.85844034    4.6631236     6.491359      3.272632
    2.4498413     1.0561389    -2.2908807    -2.2474837    -1.9412171 ]",female
"[-3.12372528e+02  7.56411667e+01 -1.24188244e+00  1.92546177e+01
 -8.79251003e+00  8.33622837e+00 -1.23221445e+01  6.86379910e+00
 -1.34769859e+01 -9.33986378e+00 -1.83925095e+01 -6.59634304e+00
 -1.88659554e+01 -2.16783985e-01 -1.08089237e+01 -1.11180601e+01
 -1.24947166e+01 -5.18573761e+00 -1.34021549e+01 -1.09075003e+01
 -5.61890507e+00 -9.26798534e+00 -1.25113125e+01 -8.56745052e+00
 -8.01060963e+00 -8.72340870e+00 -5.26848173e+00 -4.16877794e+00
 -2.73036408e+00 -1.36364114e+00  2.65014935e+00 -8.81571591e-01
  4.25588369e+00  5.51504803e+00  1.13464141e+00  2.39504623e+00
  3.22924352e+00  7.12091029e-02 -1.49757415e-01 -6.60103679e-01]",female
"[-3.1249722e+02  7.9887093e+01 -6.5454525e-01  1.8558037e+01
 -4.4095926e+00 -6.1458106e+00 -6.6660686e+00 -6.3016171e+00
 -6.4597797e+00 -6.0136342e+00 -1.2891199e+01  1.7007204e+00
 -1.0584582e+01  7.6788983e+00 -1.0899347e+01 -6.4100587e-01
 -8.8589516e+00 -4.8841987e+00 -9.6420174e+00 -4.3465295e+00
 -5.9302773e+00 -4.7596874e+00 -3.3606796e+00  1.0370445e+00
 -2.0287323e+00  5.0054032e-02 -1.3785430e+00  2.6050738e-01
  1.0003896e+00  3.5716584e+00  1.2258745e+00  3.0351598e+00
  2.9829991e+00  5.8204694e+00  4.2115498e+00  6.3385425e+00
  4.7562065e+00  4.4823327e+00  2.8851101e+00  1.9416902e+00]",female
"[-3.3201486e+02  8.5571136e+01  2.9291414e+01  3.0861954e+01
  4.4328966e+00 -4.8428025e+00 -5.9980736e+00 -3.3109541e+00
 -6.7616835e+00  5.1666451e+00 -1.0769786e+01  1.2913018e+01
 -1.6658725e+00  4.8905382e+00 -6.0676913e+00  2.8849599e-01
 -3.1474056e+00  2.7237165e-01 -1.1534168e+01 -5.4334979e+00
 -4.2375908e+00 -2.9354157e+00  2.3340766e+00  1.5350738e+00
 -1.5837244e+00  1.1880879e+00 -9.7533876e-01  1.8019482e-02
  2.2883581e-01 -1.1907065e+00  7.8099728e-01  4.0748916e+00
  1.7753112e+00  1.2945301e-02  4.7189732e+00  6.4126287e+00
  2.1857159e+00  2.1162601e+00  3.7432179e+00  2.5062585e+00]",female
"[-2.6978348e+02  1.2847720e+02 -2.2695421e+01  2.1373415e+01
 -3.0516360e+00 -4.5154119e+00 -1.6417307e+01  2.5030572e+00
 -1.8074812e+01 -4.4092131e+00 -5.8623948e+00 -3.5726655e+00
 -3.4842398e+00 -2.2245445e+00 -8.6882925e+00  3.9691913e+00
 -8.3933878e+00 -4.2437930e+00 -4.0359387e+00 -8.0080347e+00
 -4.8878007e+00 -4.8167062e+00 -5.0907030e+00 -6.0990443e+00
 -4.4548912e+00 -4.1041174e+00 -5.1113162e+00 -1.6646564e+00
 -2.7538528e+00 -3.4281409e+00  6.8903200e-02 -1.2126765e+00
 -1.2817638e+00 -1.1486895e+00  5.3006381e-02 -3.1362581e-01
 -2.2767444e+00 -2.1340919e+00 -1.7166965e+00 -2.6581068e+00]",male
"[-3.1790311e+02  9.0549606e+01 -2.4560286e+01  3.9916237e+01
 -3.6451534e+01  8.6915541e+00 -1.9397295e+01  6.4243593e+00
 -2.0159937e+01 -6.3066435e+00 -1.2113118e+01 -1.3712436e+01
 -3.1560521e+00 -1.1204072e+01 -1.1386575e+00 -1.3223182e+01
 -2.5835130e+00 -1.7282227e+01 -4.2636466e+00 -6.2425518e+00
 -3.7187197e+00 -6.4688563e+00 -5.3361373e+00 -3.1927451e-01
 -8.8936892e+00 -1.9981346e-01 -8.3842716e+00 -1.3174921e-01
 -3.3945050e+00 -1.7035716e+00 -5.2282877e+00 -4.7278643e+00
 -2.6607364e-01 -2.8281956e+00 -2.3554709e+00 -3.6059060e+00
 -4.4331841e-02 -5.5267768e+00  1.0522184e+00 -2.4882495e+00]",female
"[-220.58034      71.13126      17.517265     28.286476    -10.535272
   19.187016    -28.211771      4.7966223   -16.66002       0.5168379
  -21.13439       7.536552    -19.20654      -2.798232     -2.5374806
   -7.275328     -8.627213     -1.8542094   -12.358824     -5.982038
   -8.198881     -6.7064195    -7.853049     -3.911398     -5.287712
   -1.9213448    -2.5222123    -0.65731853   -1.9217888    -2.4572258
   -2.412671     -1.9833093    -1.6278744     3.0418298     1.9481646
    3.6731727     4.1197305     3.4690309     3.2929163     0.3599346 ]",female
"[-3.43497711e+02  1.14425659e+02 -1.37307005e+01  3.04156704e+01
  3.47254467e+00  8.44600773e+00 -2.05793095e+00 -5.55847359e+00
 -1.20519972e+00  5.52535534e+00 -6.57986307e+00  6.21659613e+00
 -4.11086941e+00  4.34252405e+00 -1.40454662e+00  2.90203023e+00
 -2.08978415e+00  4.46034861e+00 -2.49914885e+00 -3.49356914e+00
 -3.26041913e+00 -1.47506371e-01 -8.89531195e-01 -1.72366634e-01
 -1.26300678e-02 -2.73090243e-01 -3.62006235e+00 -2.54936479e-02
 -1.63657618e+00 -2.74808526e+00 -1.09076679e+00 -4.06364822e+00
 -2.29933000e+00 -1.63180649e+00 -1.70396495e+00 -1.39735985e+00
 -2.21504211e+00 -2.88936281e+00 -1.12294602e+00 -5.97428143e-01]",male
"[-3.1812247e+02  9.1367355e+01 -9.5339317e+00  4.0053587e+00
 -1.1243653e+01 -1.0610490e+01 -2.0514809e+01 -1.4637194e+01
 -2.6600061e+01 -1.2336830e+01 -2.2207817e+01 -8.7081327e+00
 -1.0790992e+01 -1.3239997e+01 -5.2178555e+00 -1.0362444e+01
 -1.1121746e+01 -2.7574635e+00 -9.9880877e+00 -6.1335058e+00
 -4.7670598e+00 -4.1789246e+00 -3.6677864e+00 -3.5436978e+00
 -4.0552979e+00 -1.7574003e+00 -2.8052504e+00 -1.0647119e+00
 -1.5462816e+00 -3.1178069e-01  7.1556771e-01 -1.6654557e+00
 -2.0395291e+00 -9.6285367e-01 -2.4999907e+00 -4.6577570e-01
 -1.6243786e+00 -9.6788275e-01  3.5782400e-01 -2.2524076e+00]",male
"[-2.4268002e+02  1.2976775e+02  3.0936066e+01  3.5650719e+01
  5.8564939e+00  1.8006754e+00 -2.6323667e+00  1.8055954e+01
 -1.3265373e+01  9.5482731e+00 -4.3211836e-01  9.1751976e+00
 -5.4987726e+00  8.2866335e+00 -5.2927589e+00  4.4041500e+00
 -5.6695075e+00  6.7792934e-01 -5.9172029e+00 -1.1338069e+00
 -5.4583788e+00 -1.8576602e+00  1.3976512e+00  3.1768331e-01
 -2.1069500e+00  2.4583879e-01  5.0800163e-01  3.7271249e-01
 -8.3472365e-01  6.0758287e-01 -2.8370671e+00  1.6886874e+00
  2.9049280e+00  1.8389248e+00  1.2800299e-01  1.6248682e-01
  1.6122547e+00  2.5051939e+00  5.7531943e+00  2.6567810e+00]",female
"[-273.8036      111.685074     11.4190235     7.2033224   -19.68985
   10.024572    -31.805082    -13.082077    -18.429426    -18.479628
  -17.798485     -8.9537325   -23.81083      -3.089038    -13.979616
  -16.195045     -3.1883535    -9.137259     -7.4207964    -1.4936742
   -6.2329884    -1.7008259    -5.4182696     3.4703205    -3.4068353
   -0.64626956    2.8595197    -0.53123444    2.5964792     4.887608
   -0.7181734     2.6610138     1.1737964     0.9681317     0.5078135
   -0.6484053     1.1342262     1.783916      1.7281924     0.81748134]",female
"[-3.2583267e+02  9.2657600e+01 -7.0015635e+00  2.5282734e+01
 -1.1473699e+00 -7.6503978e+00 -1.2251692e+01 -1.0180497e+01
 -1.8006285e+01  1.3589703e+00 -2.0049274e+01  2.8982532e-01
 -1.2235865e+01  2.5700566e-01 -1.0294956e+01 -8.9404402e+00
 -3.5987532e+00 -5.9873238e+00 -8.9290695e+00 -4.5414681e+00
 -6.6502719e+00 -7.4294748e+00 -3.7045267e+00 -5.9030843e+00
 -4.2978678e+00 -3.6440840e+00 -3.9948099e+00 -3.5297103e+00
 -2.6727850e+00 -3.1579237e+00 -1.1021359e+00 -3.9263982e-01
 -2.2830598e-01  6.4711380e-01 -2.8372118e-01  1.4313954e+00
  8.8969278e-01  2.2605979e+00  3.1087868e+00  2.1908519e+00]",female
"[-3.3835504e+02  6.5647240e+01 -1.6002838e+01  2.6552727e+01
  1.4799814e+01 -3.2055085e+00 -3.7211704e+01 -9.9098635e+00
 -2.8669056e+01 -2.0009027e+01 -2.2356617e+01  9.4527960e+00
 -1.3557110e+01 -5.4657655e+00 -7.3126836e+00 -3.7630346e-01
 -1.3858364e+01  2.2726510e+00 -8.5038910e+00 -7.2700872e+00
 -2.9202735e+00 -2.6100271e+00 -1.0296749e+01 -4.3806577e+00
 -1.8850416e+00 -5.6161494e+00 -2.2652227e-01 -3.9737225e+00
 -1.7661706e+00 -2.8396487e+00 -1.4261644e-02 -3.8698516e+00
 -1.1825236e+00 -1.6387398e+00 -2.0504022e+00 -1.4656174e+00
 -1.7224897e+00  2.7357388e-01  2.1836987e-01  4.4502619e-01]",male
"[-3.2544086e+02  9.7410080e+01 -1.4973176e+01  7.8987460e+00
 -7.7692204e+00 -1.1094458e+01 -1.8714720e+01 -7.8787360e+00
 -2.7704477e+01 -4.1785970e+00 -2.1645380e+01 -9.7837009e+00
 -1.2385885e+01 -6.1738176e+00 -7.9890676e+00 -8.3121014e+00
 -7.5149455e+00 -5.6924901e+00 -5.9124041e+00 -9.5270672e+00
 -6.6507988e+00 -3.7399299e+00 -5.1699362e+00 -4.0907135e+00
 -2.9917388e+00 -2.9414835e+00 -2.5144515e+00 -2.0241418e+00
 -1.5820907e+00 -4.2102985e+00  8.6041503e-02 -1.8204691e+00
 -2.3024888e+00 -3.3178151e+00 -1.6848276e+00 -3.5076690e+00
 -2.7851267e+00 -1.2763847e+00 -2.7050517e+00 -9.7311622e-01]",male
"[-3.0490158e+02  8.6915817e+01 -1.4067599e+01  1.5255437e+01
 -5.5089445e+00 -1.1635101e+01 -2.3620981e+01 -1.2097787e+00
 -2.2152290e+01  1.4996016e+00 -2.1399755e+01 -1.7401122e-01
 -1.3582459e+01 -8.0532999e+00 -1.3512887e+01 -1.5488652e+00
 -8.2892008e+00 -4.4381700e+00 -1.0405009e+01 -1.7235883e+00
 -9.1988115e+00 -2.9533677e+00 -6.5770888e+00 -1.0521336e+01
 -7.7460904e+00 -6.4765692e-01 -7.2952590e+00 -2.4991026e+00
 -2.7960134e+00 -2.5261569e+00  1.1468996e+00 -2.0373895e+00
 -1.2800620e+00 -1.5931860e-01 -1.2520560e+00 -1.0426766e+00
 -1.5121088e+00 -1.7279154e+00  1.9030058e-01 -1.2128550e+00]",male
"[-3.0651981e+02  8.8675034e+01  1.1541401e+01  3.2728168e+01
  1.9251076e+01  7.7061095e+00 -1.3510106e+01 -3.8104029e+00
 -3.2981113e-01  5.4367132e+00 -1.1217760e+01 -3.1476724e+00
 -4.9432750e+00  1.9228061e+00 -3.4258747e-01  8.3942728e+00
 -4.7714915e+00  5.3578405e+00 -8.9334087e+00 -1.8741604e+00
 -5.9819989e+00 -3.3068733e+00 -2.6610653e+00 -9.2620999e-01
  1.5570378e+00 -4.9396428e-01 -3.0097964e+00  5.0525765e+00
  1.0745224e+00 -2.4528203e+00  5.0620496e-01 -3.3782157e-01
 -4.0635381e+00  1.7352735e+00 -5.9312451e-01 -3.7399006e+00
 -1.0896726e-01 -3.1128983e+00 -1.2388839e+00 -2.1756570e+00]",male
"[-208.0914       73.49883     -12.326892     26.91276     -12.799206
   -9.510328    -27.236595    -16.259031    -15.388511     -2.241093
  -19.113258      0.5947492   -21.009268     -1.6873349    -5.2816067
  -10.343892    -10.158051     -0.22481306  -11.940965      1.6636654
   -3.8761039    -1.7103392    -0.38246313   -2.500017     -2.028966
    0.25163254    2.3636448     2.3457031     2.3220212     4.617988
    3.0469537     2.4007888     2.9498239     3.151967      2.9887013
    2.493172      2.8741646     4.0894713     1.0383999    -0.45047376]",female
"[-3.0575418e+02  8.2080551e+01  4.6319594e+00  2.0737879e+01
  3.9254272e+00  9.1225538e+00 -6.0697417e+00  1.4677503e+01
 -1.1259139e+01 -1.4970924e+00 -1.8140003e+01  2.6761396e+00
 -8.5181923e+00 -3.0095031e+00 -1.1056154e+01  8.2098131e+00
 -4.6782517e+00  9.2842808e+00 -3.9018717e+00  8.7139744e-01
 -7.5330491e+00  5.0218229e+00 -7.3379121e+00 -5.3930707e+00
 -5.3097987e+00  2.8952742e+00 -3.6624303e+00  1.8456796e+00
 -2.7953568e+00 -1.8145034e+00 -1.9037949e+00 -3.9474759e+00
 -3.4355586e+00 -3.3107939e+00 -6.8331370e+00 -8.2047276e-02
 -2.5231149e+00 -4.6227965e+00 -3.1478574e+00 -1.9171705e+00]",male
"[-3.55818726e+02  1.00849945e+02  7.67705107e+00  2.58765469e+01
  9.38202381e+00 -4.58209610e+00 -1.08414946e+01 -1.52345400e+01
 -1.35992136e+01  1.98558044e+00 -1.15342989e+01 -1.46042907e+00
 -6.31798220e+00 -2.26904559e+00 -8.11214447e+00  2.71256971e+00
 -2.05922461e+00 -3.15032125e+00 -2.28516150e+00 -3.07803679e+00
 -4.27612400e+00 -1.49038410e+00 -2.73898244e+00 -4.29998112e+00
  1.45977747e+00 -1.57184792e+00 -1.68606293e+00 -1.82888770e+00
 -1.24113417e+00 -9.78620350e-01  1.32587683e+00 -3.04121757e+00
  1.02657175e+00 -1.36446726e+00 -2.29147029e+00  5.25848508e-01
  6.63259983e-01  2.29628757e-01  1.04281843e+00 -3.38649154e-01]",male
"[-3.1012296e+02  7.9060020e+01  6.1683197e+00  1.2515754e+01
  5.9527254e+00 -2.1387991e+01 -3.6604053e+01  2.7264476e-01
 -2.2871891e+01  4.0173163e+00 -2.2962675e+01 -2.3412027e+00
 -2.0183306e+01 -4.9147296e+00 -1.2007088e+01 -6.7226582e+00
 -8.0391083e+00 -7.4068575e+00 -1.2675768e+01 -1.1018683e+00
 -1.3923216e+01 -3.1421449e+00 -7.8229628e+00 -2.6242857e+00
 -4.0116134e+00  1.1309823e-01  2.7088395e-01  4.4171033e+00
  6.3675289e+00  8.3644524e+00  4.8969450e+00  3.8894298e+00
  1.9731594e+00 -6.0012156e-01 -2.4150741e+00 -3.1362161e-01
 -1.1813134e+00 -2.4170821e+00 -6.3746762e-01 -3.0459051e+00]",female
"[-3.0289813e+02  6.6134720e+01 -2.6447338e+01  3.4544117e+01
 -9.5437355e+00 -5.5859071e-01 -4.1831574e+00 -9.1275377e+00
 -5.2278132e+00  2.0242808e+00 -4.8231153e+00  2.3270552e+00
 -4.2585754e+00  8.6275826e+00 -7.5434513e+00  9.6928751e-01
 -6.6284251e+00  8.5692387e+00 -1.6008688e+00  1.2409824e+00
 -3.1005523e+00  2.0814929e+00 -6.4807906e+00  7.7693325e-01
  7.1487838e-01  1.0267447e+00 -5.6979423e+00  2.0065916e+00
  2.3070774e+00 -1.9781325e-02 -1.3592076e-01  4.8988910e+00
  4.5787144e+00  4.6625652e+00  5.9028187e+00  1.0374014e+01
  3.8899102e+00  8.1829691e+00  1.9367578e+00  4.6400660e-01]",female
"[-3.5380133e+02  7.9798561e+01 -3.7591736e+00  1.4846391e+01
 -1.0021284e+00 -1.1293688e+01 -1.4639116e+01 -6.5214052e+00
 -3.0844231e+01 -8.1205692e+00 -2.1109289e+01  1.9588732e+00
 -1.0863357e+01 -2.6711276e+00 -7.6980262e+00 -2.5668933e+00
 -7.0881219e+00 -2.2513735e+00 -7.7654724e+00 -4.0985851e+00
 -1.0722178e+01 -6.3558106e+00 -3.5498583e-01 -3.5453556e+00
 -2.8276291e+00 -2.5041602e+00 -3.9113867e+00 -1.4172933e+00
 -2.6332684e+00 -1.7460260e+00 -4.7047048e+00 -4.1849060e+00
 -2.8788531e+00 -4.5539314e-01 -2.4752133e+00 -3.0177732e+00
 -1.6888003e+00  2.7478597e-01 -1.2100376e+00 -2.1037760e+00]",female
"[-2.8379178e+02  1.1099320e+02 -1.6381151e+01  4.2526627e+01
  3.7615795e+00  3.8481081e-01 -1.0300737e+01 -1.1625575e+01
 -2.0869728e+01  3.9287980e+00 -1.1044430e+01 -1.0210038e+01
 -1.4406996e+00  3.8935785e+00 -1.0319115e+01  6.8579257e-01
 -2.2966263e+00 -4.3282270e+00 -4.3787241e+00 -3.7015791e+00
 -6.6523681e+00 -8.1430070e-02 -1.6204107e-01 -2.4088168e+00
 -1.0712347e+00 -5.0439067e+00 -3.2767918e+00 -1.2586939e+00
 -8.1708354e-01 -4.0367122e+00 -4.5822093e-01 -4.4938138e-01
 -3.3079645e-01 -1.6044117e+00 -1.3897159e+00 -9.2342752e-01
  6.3268751e-02 -3.7438004e+00  6.0738820e-01  1.1969068e+00]",male
"[-3.28131775e+02  9.91989746e+01  4.45732784e+00  4.36590462e+01
  5.19562912e+00 -1.56953125e+01 -9.06499386e+00 -5.60424805e+00
 -2.73084183e+01  1.59342825e+00 -5.11516619e+00 -9.56198502e+00
 -4.16479540e+00  1.00315407e-01 -7.24662304e+00  2.87137389e+00
 -4.44205379e+00  1.00192332e+00 -2.08136630e+00 -7.02005339e+00
 -5.18969727e+00 -3.18727040e+00 -1.05198801e+00  2.82754079e-02
 -4.05311680e+00 -9.69490623e+00 -1.44683623e+00 -3.50455976e+00
 -9.60196197e-01 -3.07073164e+00  2.21484256e+00  4.22140509e-01
 -2.90066862e+00 -5.12044668e+00 -3.66483235e+00 -1.67856562e+00
 -2.88523579e+00 -1.46443641e+00 -9.72038284e-02  2.15044308e+00]",male
"[-176.01105      96.66032     -28.122396     31.949541     -4.766002
    1.0220661   -23.609612      1.0050668   -13.223862     -6.464547
  -15.539549     -2.9011023    -9.970958      3.7203872    -5.2422066
   -4.6562543    -9.970458      4.0614886    -2.8262103    -3.1789963
   -9.2049675    -2.3203528    -1.1944585    -5.6374764    -4.2288346
   -0.85428613   -0.5133114    -2.5617588    -0.5784294     2.8981342
    2.5435631     1.0758963     6.8377366     9.985357      9.700723
    5.484709      6.240266      3.837347      1.9610572    -1.1467829 ]",female
